Catalog Numb.,University,Collector,No. of spec.,YE,MO,DA,Country col.,countryCode,stateProvince,lat,lon,District,Locality col.,Elevation,geodeticDatum,coordinate Uncertainty,identifiedBy,typeStatus,kingdom,phylum,class,order,family,subfamily,genus,specificEpithet,infraspecificEpithet,Full name,taxonRank,Authorship
UNZA:178814,University of Zambia,Saili S,1,2009,5,10,Zambia,ZM,Southern,-15.6908309,27.6137227,Mazabuka,Kafue River Cruises,1105,WGS84,558,Bingham Mike,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Guibourtia,hexandra,,Guibourtia hexandra,Species,Sw.
UNZA:178938,University of Zambia,Merrett L,1,2004,2,3,Zambia,ZM,Southern,-17.4306479,25.1144083,Livingstone Distr.,St. Mary's Secondary School,988,WGS84,8224,Merritt L,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Piliostigma,pilosum,,Piliostigma pilosum,Species,Sw.
UNZA:178942,University of Zambia,Merrett L,1,2004,2,26,Zambia,ZM,Southern,-17.4623564,25.2182218,Livingstone Distr.,Simonga,988,WGS84,8224,Merritt L,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Julbernardia,latifolia,,Julbernardia latifolia,Species,L.
UNZA:178983,University of Zambia,Merrett L,1,2009,3,6,Zambia,ZM,Western Prov.,"15° 54' 8.780"" S","23° 18' 12.490"" E",District of Mongu,Lealui,1187,WGS84,3099,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:178984,University of Zambia,Merrett L,1,2009,3,6,Zambia,ZM,Southern,-17.17703,26.947099,Choma,Nkanga River Conservation Area,1320,WGS84,3099,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,stipulata,,Brachystegia stipulata,Species,Benth.
UNZA:179412,University of Zambia,Ngwenyama T,1,2008,11,13,Zambia,ZM,Southern,-17.5262194,25.9041308,Livingstone,Outskirts of Livingstone,916,WGS84,1276,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Afzelia,,,Afzelia ,Genus,
UNZA:179416,University of Zambia,Ngwenyama T,1,2008,11,13,Zambia,ZM,Southern,-17.5420846,25.0802581,Livingstone,Road to Zimba,916,WGS84,1276,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,,,Brachystegia ,Genus,
UNZA:179418,University of Zambia,Ngwenyama T,1,2008,11,13,Zambia,ZM,Southern,-17.5597273,25.7902801,Livingstone,Road to Zimba,916,WGS84,1276,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Afzelia,,,Afzelia ,Genus,
UNZA:179419,University of Zambia,Ngwenyama T,1,2008,11,13,Zambia,ZM,Southern,-17.563668,25.294211,Livingstone,Road to Zimba,916,WGS84,1276,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Mezoneuron,angolense,,Mezoneuron angolense,Species,Oliv.
UNZA:179793,University of Zambia,Banda G,1,2002,7,2,Zambia,ZM,Southern,-17.17703,26.947099,Choma,Nkanga River Conservation Area,1320,WGS84,1912,Merrett L; Merrett M,,Plantae,Banda B,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tamarindus,umbellatus,,Tamarindus umbellatus,Species,(Lam.) Ruhland
UNZA:179820,University of Zambia,Mukampola R,1,2002,7,2,Zambia,ZM,Southern,-17.20808,27.42695,Choma,Nkanga River Conservation Area,1320,WGS84,1912,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Julbernardia,fluviatilis,,Julbernardia fluviatilis,Species,Aubl.
UNZA:179999,University of Zambia,Merrett L,1,2004,3,23,Zambia,ZM,Southern,"17° 13' 54"" S","25° 48' 44"" E",Livingstone,Livingstone GR,944,WGS84,41823,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,fasciculatus,,Peltophorum fasciculatus,Species,(Rottb.) Kunth
UNZA:180016,University of Zambia,Colebrook-Robjent J,1,2003,12,18,Zambia,ZM,Southern,-17.797814,25.0161016,Livingstone,Bob's Birding Safari Lodge,908,WGS84,3619,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,spectabilis,,Senna spectabilis,Species,Mez
UNZA:180017,University of Zambia,Bruce-Miller I,1,2003,12,18,Zambia,ZM,Southern,-15.2462996,27.9118402,Mazabuka,Lochinvar National Park,1105,WGS84,3619,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,spectabilis,,Senna spectabilis,Species,Mez
UNZA:180018,University of Zambia,Bruce-Miller I,1,2003,12,18,Zambia,ZM,Southern,-15.2980277,27.8134792,Mazabuka,Lochinvar National Park,1105,WGS84,3619,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:180021,University of Zambia,Bruce-Miller I,1,2003,12,19,Zambia,ZM,Southern,-15.2995732,27.8911501,Mazabuka,Lochinvar National Park,1105,WGS84,3619,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,lepidopetalon,,Senna lepidopetalon,Species,L.B. Sm.
UNZA:180031,University of Zambia,Lungu P,1,2003,4,18,Zambia,ZM,Southern,-17.20808,27.42695,Choma,Nkanga River Conservation Area,1320,WGS84,2290,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Daniellia,subalata,,Daniellia subalata,Species,(André) M.A. Spencer & L.B. Sm.
UNZA:180045,University of Zambia,Stjernstedt RJ,1,2003,4,18,Zambia,ZM,Western Prov.,"15° 05' 34"" S","23° 38' 27.99"" E",District of Mongu,Zambezi River floodplain,1187,WGS84,2290,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Senna,pungens,,Senna pungens,Species,Kunth
UNZA:180050,University of Zambia,Stjernstedt RJ,1,2003,4,18,Zambia,ZM,Western Prov.,15° 50' S,23° 18' E,District of Mongu,Zambezi River floodplain,1187,WGS84,2290,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Cassia,heterandra,,Cassia heterandra,Species,(André) L.B. Sm.
UNZA:180051,University of Zambia,Stjernstedt RJ,1,2003,4,18,Zambia,ZM,Western Prov.,"15° 42' 44.890"" S","23° 18' 47.480"" E",District of Mongu,Lealui,1187,WGS84,2290,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia spiciformis,Species,Benth.
UNZA:180052,University of Zambia,Lungu P,1,2003,4,18,Zambia,ZM,Southern,-17.17703,26.947099,Choma,Nkanga River Conservation Area,1320,WGS84,2290,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:180069,University of Zambia,Stjernstedt R,1,2003,4,18,Zambia,ZM,Western Prov.,"14° 37' 1.7"" S","22° 39' 6.8"" E",Mongu,Kalabo town,1054,WGS84,2290,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,,Tamarindus,indica,,Tamarindus indica,Species,(Mez) M.A. Spencer & L.B. Sm.
UNZA:180073,University of Zambia,Stjernstedt R,1,2003,4,18,Zambia,ZM,Western Prov.,"14° 4' 20.210"" S","22° 38' 20.440"" E",Mongu,Liuwa Plains,1054,WGS84,2290,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Colophospermum,,,Colophospermum ,Genus,
UNZA:180075,University of Zambia,Banda G,1,2002,7,2,Zambia,ZM,Western Prov.,"15° 54' 8.780"" S","23° 18' 12.490"" E",District of Mongu,M9 to Mongu,1187,WGS84,1912,Merrett L; Merrett M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Eragrostis,,,Eragrostis sp1,Genus,
UNZA:180177,University of Zambia,Lackson N,1,2011,6,29,Zambia,ZM,Southern,-15.185997,25.3307486,Namwala,10 km east of Namwala town,1164,WGS84,1201,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Afzelia,tessellata,,Afzelia tessellata,Species,Munro
UNZA:180280,University of Zambia,Ngwenyama T,1,2011,6,6,Zambia,ZM,Southern,-15.3909348,26.4900819,Namwala,"Kalala Island, Itezhi-tezhi Dam",,WGS84,2567,Bingham M,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Digitaria,lanatus,,Digitaria lanatus,Species,L.
UNZA:180285,University of Zambia,Phiri S.,1,2011,6,23,Zambia,ZM,Southern,-15.6971609,27.6989102,Mazabuka,Kafue River Cruises,,WGS84,3427,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Cassia,heliconioides,,Cassia Heliconioides,Species,(Kunth) Hook. ex Walp.
UNZA:180317,University of Zambia,Miller B,1,2010,9,,Zambia,ZM,Southern,-17.72852,25.3207015,Livingstone,Taita Falcon Lodge,908,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Scleria,melaleuca,,Scleria melaleuca,Species,Rchb. ex Schltdl. & Cham.
UNZA:180318,University of Zambia,Miller B,1,2010,10,,Zambia,ZM,Southern,-17.7216042,25.062868,Livingstone,"Rapid 11, Zambezi River Gorge",916,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Poales,Poaceae,,cynodon,,,cynodon ,Genus,
UNZA:180319,University of Zambia,Miller B,1,2010,10,,Zambia,ZM,Southern,-17.7327602,25.0826677,Livingstone,Zambezi River Gorge,916,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,,,Tessmannia spp,Genus,
UNZA:180320,University of Zambia,Miller B,1,2010,9,,Zambia,ZM,Southern,-17.7377316,25.875719,Livingstone,Zambezi River Gorge,908,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,nervosa,,Tessmannia nervosa,Species,(Vahl) Boeckeler
UNZA:180321,University of Zambia,Miller B,1,2010,10,,Zambia,ZM,Southern,-17.7468511,25.9212555,Livingstone,Zambezi River Gorge,916,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Poales,Poaceae,,cynodon,,,cynodon ,Genus,
UNZA:180658,University of Zambia,Mwanawasa L,1,2011,12,6,Zambia,ZM,Southern,-15.5260944,27.8413581,Mazabuka Dist.,Magoye Forest Reserve,110,WGS84,1513,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Piliostigma,maximum,,Piliostigma maximum,Species,Jacq.
UNZA:180701,University of Zambia,Miller B,1,2010,7,9,Zambia,ZM,Southern,-17.61835,25.453778,Livingstone,Mosi-oa-Tunya Reserve,908,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Piliostigma,pilosum,,Piliostigma pilosum,Species,Sw.
UNZA:180702,University of Zambia,Merrett L; Merrett M,1,2010,9,,Zambia,ZM,Southern,-17.7783778,25.84424953,Livingstone,Mosi-oa-Tunya Reserve,908,WGS84,2794,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,decumbens,,Peltophorum decumbens,Species,Sw.
UNZA:180703,University of Zambia,Miller B,1,2011,9,,Zambia,ZM,Southern,-17.7795212,25.1066629,Livingstone,Mosi-oa-Tunya Reserve,908,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Afzelia,exfoliatum,,Afzelia exfoliatum,Species,Kunth
UNZA:180704,University of Zambia,Miller B,1,2010,9,,Zambia,ZM,Southern,-17.788847,25.0136721,Livingstone,Senkobo,908,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Piliostigma,polygonatum,,Piliostigma polygonatum,Species,Schrad.
UNZA:180705,University of Zambia,Miller B,1,2010,10,,Zambia,ZM,Southern,-17.797814,25.0161016,Livingstone,Senkobo,908,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Piliostigma,tomentosa,,Piliostigma tomentosa,Species,Hack.
UNZA:180706,University of Zambia,Miller B,1,2010,10,,Zambia,ZM,Southern,-15.2462996,27.9118402,Mazabuka,Lochinvar National Park,1105,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Peltophorum,conjugatum,,Peltophorum conjugatum,Species,P.J. Bergius
UNZA:180707,University of Zambia,Miller B,1,2010,8,,Zambia,ZM,Southern,-15.2980277,27.8134792,Mazabuka,Lochinvar National Park,1105,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,tenuis,,Isoberlinia tenuis,Species,(J. Presl & C. Presl) Hitchc. & Chase
UNZA:180708,University of Zambia,Miller B,1,2010,10,,Zambia,ZM,Southern,-15.2995732,27.8911501,Mazabuka,Lochinvar National Park,1105,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Erythrophleum,procerrima,,Erythrophleum procerrima,Species,(Hack.) Hitchc.
UNZA:180709,University of Zambia,Miller B,1,2010,10,,Zambia,ZM,Southern,-15.3098632,27.7846692,Mazabuka,Lochinvar National Park,1105,WGS84,2794,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,tylosema,brizantha,,tylosema brizantha,Species,(Hochst. ex A. Rich.) R.D. Webster
UNZA:180910,University of Zambia,Miller B,1,2010,7,,Zambia,ZM,Southern,-17.4306479,25.1144083,Livingstone Distr.,St. Mary's Secondary School,988,WGS84,1144,Miller B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Mezoneuron,angolense,,Mezoneuron angolense,Species,Oliv.
UNZA:181110,University of Zambia,Miller B,1,2011,8,,Zambia,ZM,Southern,-15.7946672,27.8800209,Mazabuka,Kafue Flats west of Lochinvar,,WGS84,5637,Mukampola R,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Daniellia,adpressa,,Daniellia adpressa,Species,(André) J.R. Grant
UNZA:181917,University of Zambia,Lackson N,1,2011,8,31,Zambia,ZM,Southern,-17.216301,27.57685,District of Choma,NRCA,1317,WGS84,2847,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Piliostigma,viscidellum,,Piliostigma viscidellum,Species,Scribn.
UNZA:181979,University of Zambia,Lackson N,1,2011,4,14,Zambia,ZM,Southern,-15.185997,25.6705137,Namwala,10 km east of Namwala town,1164,WGS84,1196,Lackson N,,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Digitaria,lanatus,,Digitaria lanatus,Species,L.
UNZA:181982,University of Zambia,Lackson N,1,2011,5,19,Zambia,ZM,Southern,-15.3187987,27.58103,Mazabuka,Lochinvar NP,1105,WGS84,1452,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Pterolobium,purpureum,,Pterolobium purpureum,Species,Schumach.
UNZA:181983,University of Zambia,Lackson N,1,2011,6,29,Zambia,ZM,Southern,-17.8714453,25.3115491,Livingstone,Maramba River Lodge,916,WGS84,2131,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Anthonotha,nitida,,Anthonotha nitida,Species,(Kunth) Pilg.
UNZA:182079,University of Zambia,Mwanawasa L,1,2011,12,1,Zambia,ZM,Southern,-17.7125443,25.3605317,Livingstone,Taita Falcon Lodge,916,WGS84,36293,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Scleria,stipularis,,Scleria stipularis,Species,Nees
UNZA:182090,University of Zambia,Mwanawasa L,1,2011,12,1,Zambia,ZM,Southern,-17.7468511,25.9212555,Livingstone,Zambezi River Gorge,916,WGS84,36293,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Bauhinia,glomerulata,,Bauhinia glomerulata,Species,(Brongn.) Urb.
UNZA:182094,University of Zambia,Mwanawasa L,1,2011,12,1,Zambia,ZM,Southern,-17.7553664,25.225374,Livingstone,Zambezi River Gorge,916,WGS84,36293,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Piliostigma,pilosum,,Piliostigma pilosum,Species,Sw.
UNZA:182152,University of Zambia,Mwanawasa L,1,2011,12,1,Zambia,ZM,Southern,-17.8971609,25.6989102,Livingstone,Tongabezi,916,WGS84,36293,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:182153,University of Zambia,Mwanawasa L,1,2011,12,1,Zambia,ZM,Southern,-17.7071268,25.6904464,Livingstone,Taita Falcon Lodge,916,WGS84,36293,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Isoberlinia,angolensis ,,Isoberlinia angolensis ,Species,(Benth.) Hoyle & Brenan
UNZA:182210,University of Zambia,Phiri S.,1,2010,10,31,Zambia ,ZM,Southern,-15.30888,25.4149068,Namwala,Iteshi teshi boma ,1200,WGS84,811,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
UNZA:182379,University of Zambia,Mwansa P,1,2011,4,4,Zambia,ZM,Southern,-15.5678971,27.8469622,Mazabuka,"South of Mazabuka, on Choma Road",1105,WGS84,3792,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,microphylla,,Brachystegia microphylla,Species,Harms
UNZA:182380,University of Zambia,Mwansa P,1,2011,4,4,Zambia,ZM,Southern,-15.5420846,27.0802581,Mazabuka Dist.,Magoye Forest Reserve,1169,WGS84,573,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,clavigera,,Tessmannia clavigera,Species,Mez
UNZA:182381,University of Zambia,Mwansa P,1,2011,4,4,Zambia,ZM,Southern,-15.5483523,27.2859345,Mazabuka Dist.,Lubombo,1169,WGS84,573,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,bulbosa,,Tessmannia bulbosa,Species,Hook.
UNZA:182558,University of Zambia,Lackson N,1,2011,5,14,Zambia,ZM,Western,"17° 37' 1.7"" S","25° 39' 6.8"" E",Sesheke,Zambezi Fishing Lodge,1164,WGS84,2536,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,archeri,,Tessmannia archeri,Species,L.B. Sm.
UNZA:182560,University of Zambia,Lackson N,1,2011,6,18,Zambia,ZM,Southern,-17.4164849,26.5979938,Distr. Kalomo,Lionkop Ranch,1499,WGS84,3124,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,archeri,,Tessmannia archeri,Species,L.B. Sm.
UNZA:182564,University of Zambia,Lackson N,1,2011,8,4,Zambia,ZM,Southern,-17.5207193,25.4596227,Livingstone Distr.,25 km along Livingstone-Kalomo Road,988,WGS84,1114,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,confinis,,Tessmannia confinis,Species,L.B. Sm.
UNZA:182602,University of Zambia,Lackson N,1,2011,4,2,Zambia,ZM,Southern,-15.5834395,27.7827002,Mazabuka Dist.,Lubombo,1169,WGS84,1232,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Dialium,bufonius,,Dialium bufonius,Species,L.
UNZA:182606,University of Zambia,Lackson N,1,2011,5,14,Zambia,ZM,Southern,-15.185997,25.9144835,Namwala,10 km east of Namwala town,1164,WGS84,1982,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Dialium,bufonius,,Dialium bufonius,Species,L.
UNZA:182620,University of Zambia,Lackson N,1,2011,8,4,Zambia,ZM,Southern,-17.4863769,25.5676366,Livingstone Distr.,25 km along Livingstone-Kalomo Road,988,WGS84,1114,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Dialium,effusus,,Dialium effusus,Species,L.
UNZA:182677,University of Zambia,Lackson N,1,2011,8,4,Zambia,ZM,Southern,-17.4639024,25.2841853,Livingstone Distr.,25 km along Livingstone-Kalomo Road,988,WGS84,1114,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,,,Tessmannia spp,Genus,
UNZA:182678,University of Zambia,Lackson N,1,2011,8,4,Zambia,ZM,Southern,-17.4666948,25.9835948,Livingstone Distr.,25 km along Livingstone-Kalomo Road,988,WGS84,1114,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,,,Tessmannia ,Genus,
UNZA:183100,University of Zambia,Lackson N,1,2011,5,29,Zambia,ZM,Southern,-15.2144686,25.2224344,Namwala,"Game Management Area, Kafue East",1164,WGS84,1452,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Daniellia,subalata,,Daniellia subalata,Species,(André) M.A. Spencer & L.B. Sm.
UNZA:183101,University of Zambia,Lackson N,1,2011,6,29,Zambia,ZM,Southern,-15.1981666,25.46802374,Namwala,"Iteshi-teshi gate, KNP",1164,WGS84,1201,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:183102,University of Zambia,Lackson N,1,2011,6,29,Zambia,ZM,Southern,-15.2255308,26.9144835,Namwala,Shantanda Boma,1164,WGS84,1201,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:183103,University of Zambia,Lackson N,1,2011,6,29,Zambia,ZM,Southern,-17.5897122,25.5089283,Livingstone,Turaco Farm,916,WGS84,2131,Peter Lungu,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Brachystegia,spiciformis,,Brachystegia  spiciformis,Species,Benth.
UNZA:183105,University of Zambia,Lackson N,1,2011,8,4,Zambia,ZM,Southern,-17.7071268,25.6904464,Livingstone,Taita Falcon Lodge,916,WGS84,1015,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,trianae,,Senna trianae,Species,André
UNZA:183106,University of Zambia,Lackson N,1,2011,8,4,Zambia,ZM,Southern,-17.7125443,25.3605317,Livingstone,Taita Falcon Lodge,916,WGS84,1015,Lackson N,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,trianae,,Senna trianae,Species,André
UNZA:183130,University of Zambia,Lackson N,1,2011,5,14,Zambia,ZM,Southern,-15.185997,25.7431008,Namwala,10 km east of Namwala town,1164,WGS84,1982,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,trianae,,Senna trianae,Species,André
UNZA:183131,University of Zambia,Lackson N,1,2011,5,14,Zambia,ZM,Southern,-15.185997,25.3307486,Namwala,10 km east of Namwala town,1164,WGS84,1982,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,trianae,,Senna trianae,Species,André
UNZA:183132,University of Zambia,Lackson N,1,2011,5,14,Zambia,ZM,Southern,-15.185997,25.46802374,Namwala,10 km east of Namwala town,1164,WGS84,1982,Mike Bingham,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Senna,trianae,,Senna trianae,Species,André
UNZA:183140,University of Zambia,Lackson N,1,2011,6,29,Zambia,ZM,Southern,-17.8908309,25.6137227,Livingstone,Tongabezi,916,WGS84,2131,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Daniellia,riocreuxii,,Daniellia riocreuxii,Species,(André) M.A. Spencer & L.B. Sm.
UNZA:183141,University of Zambia,Mwanawasa L,1,2011,6,12,Zambia,ZM,Southern,-17.4666948,25.9835948,Livingstone Distr.,25 km along Livingstone-Kalomo Road,988,WGS84,3102,Franks B,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Tessmannia,compacta,,Tessmannia compacta,Species,Griseb.
UNZA:183232,University of Zambia,Lackson N,1,2011,6,29,Zambia,ZM,Southern,-17.8950499,25.8449439,Livingstone,Tongabezi,916,WGS84,2131,Merrett L; Merrett M,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,Daniellia,riocreuxii,,Daniellia riocreuxii,Species,(André) M.A. Spencer & L.B. Sm.
UNZA:183583,University of Zambia,Mwanawasa L,1,2012,10,2,Zambia,ZM,Southern,-15.2995732,27.8911501,Mazabuka,Lochinvar National Park,,WGS84,13335,Bingham M,,Plantae,Magnoliophyta,Magnoliopsida,Poales,Poaceae,,Cymbopogon,citratus,,Cymbopogon citratus,Species,(DC.) Stapf
UNZA:183948,University of Zambia,Colebrook-Robjent J,1,2002,1,27,Zambia,ZM,Southern,-17.4623564,25.2182218,Livingstone Distr.,Simonga,988,WGS84,573,"Merritt L, Merritt M",,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,,Eragrostis,santosii,,Eragrostis santosii,Species,Cuatrec.
UNZA:184307,University of Zambia,Phiri S.,1,2012,7,21,Zambia,ZM,Southern,-15.6636186,27.9257567,Mazabuka,"South of Mazabuka, on Choma Road",1150,WGS84,999,Marulanda O,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Caesalpinioideae,,,,Caesalpinioideae,Sub-family,
